family,feature_set,split,method,method_family,representation,head,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
domain-adaptation,54D,S4_train_I_val_D1_2,cdan,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9028571428571428,0.8693877551020408,0.926530612244898,0.022055928303847047,0.9044387809281087,0.8711373048741637,0.9247106297122226,0.02161267217762439,0.905349979038413,0.8736143507454738,0.9278587711841108,0.020723950692486053
domain-adaptation,54D,S5_train_I_D1_val_D2_3,source-only,opensource-core,residual-d,linear,"0,1,2,3,4",0.9416666666666667,0.9027777777777778,0.9861111111111112,0.03315926773975925,0.870995670995671,0.8311688311688312,0.8961038961038961,0.024754941048477534,0.8730721059223475,0.834496332080873,0.8976561102164967,0.0241302568573963,0.8715417121949134,0.8315273294251507,0.898432449903038,0.02513519684750441
domain-adaptation,54D,S5_train_I_D1_val_D2_3,dann,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8961038961038961,0.8744588744588745,0.9090909090909092,0.013689513680382607,0.8940776525317589,0.8720701377706209,0.9078547146179996,0.014040602123323266,0.8967179034490178,0.8726171067211529,0.9102370665532448,0.014967890037480275
domain-adaptation,54D,S5_train_I_D1_val_D2_3,deep-coral,opensource-core,residual-d,linear,"0,1,2,3,4",0.9888888888888889,0.9444444444444444,1.0,0.024845199749997673,0.9142857142857143,0.9004329004329005,0.9264069264069263,0.011205349874930515,0.9122204329933797,0.9003399534800499,0.9235999284308464,0.010387240103937542,0.9148827411197249,0.900910324639534,0.926255993329164,0.011040306142680232
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.935064935064935,0.9264069264069263,0.9393939393939394,0.005301925850180086,0.9339774557165862,0.9250313115047414,0.9388083735909823,0.005507512603908235,0.9355387690454068,0.9272031804305886,0.9394785022442712,0.005016096037542292
domain-adaptation,54D,S5_train_I_D1_val_D2_3,cdan,opensource-core,residual-d,linear,"0,1,2,3,4",0.975,0.9166666666666666,1.0,0.03726779962499651,0.8753246753246753,0.8225108225108225,0.9004329004329005,0.031126715172723023,0.8770441939524065,0.8255501878690285,0.9010556450169976,0.03022033468531653,0.8750709529189333,0.8207710503799891,0.8991129042686632,0.03191286279098061
domain-adaptation,54D,S5_train_I_D1_val_D2_3,source-only,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9805555555555555,0.9166666666666666,1.0,0.03621779114001473,0.8744588744588745,0.8701298701298701,0.8787878787878788,0.003061068316824895,0.8765074252996958,0.870101986044015,0.8804795133297549,0.003910601036310579,0.8743708436617755,0.8692860487734592,0.8784845050332901,0.003399024321125976
domain-adaptation,54D,S5_train_I_D1_val_D2_3,dann,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9888888888888889,0.9722222222222222,1.0,0.015214515486254621,0.8787878787878787,0.8268398268398268,0.9264069264069263,0.03608946320461701,0.8797638217928073,0.8289497226695294,0.925747003041689,0.03512429849597527,0.8784015449458972,0.8239652685668748,0.9274801877056684,0.037584213792174734
domain-adaptation,54D,S5_train_I_D1_val_D2_3,deep-coral,opensource-core,residual-d,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9212121212121213,0.8961038961038961,0.948051948051948,0.01896874658026548,0.9192342100554661,0.895509035605654,0.9470388262658794,0.018912411237110096,0.9215228787443188,0.8951924541891162,0.948928468135668,0.019627208796521734
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd,opensource-core,residual-d,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9194805194805195,0.9090909090909092,0.9307359307359307,0.007864026893759694,0.9195920558239399,0.9078547146179996,0.92914653784219,0.007887435407795193,0.9192613195429932,0.90988447655439,0.930795760586494,0.0076915910988203965
domain-adaptation,54D,S5_train_I_D1_val_D2_3,cdan,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9833333333333334,0.9444444444444444,1.0,0.024845199749997673,0.8857142857142858,0.8658008658008658,0.9004329004329005,0.014870618214127851,0.887207013777062,0.8659867597065665,0.9003399534800501,0.014749801813959995,0.8845609335238003,0.8630606543323504,0.8991459686923742,0.015716781940247795
domain-adaptation,54D,S5_train_I_D1_val_D2_3,source-only,opensource-core,fusion16,linear,"0,1,2,3,4",0.9972222222222221,0.9861111111111112,1.0,0.006211299937499394,0.90995670995671,0.8961038961038961,0.9264069264069263,0.011205349874930548,0.9112542494185008,0.8990874932903918,0.9278940776525316,0.010722691860062661,0.9119346800542099,0.8950799618092851,0.9276450284858818,0.011969376918805672
domain-adaptation,54D,S5_train_I_D1_val_D2_3,dann,opensource-core,fusion16,linear,"0,1,2,3,4",0.9972222222222221,0.9861111111111112,1.0,0.006211299937499394,0.9359307359307358,0.922077922077922,0.9567099567099568,0.014807473053235605,0.9363750223653605,0.9216317767042403,0.9581320450885668,0.015405353846215324,0.9373056083897074,0.9228488654163374,0.9577382587897252,0.014539907536892611
domain-adaptation,54D,S5_train_I_D1_val_D2_3,deep-coral,opensource-core,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9324675324675324,0.922077922077922,0.9437229437229436,0.008976814438670008,0.9322240114510645,0.922347468241188,0.9429235999284308,0.008533514960217184,0.93448950716686,0.9250525642966476,0.944770103802528,0.008413463793348303
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd,opensource-core,fusion16,linear,"0,1,2,3,4",0.9916666666666666,0.9583333333333334,1.0,0.01863389981249823,0.9316017316017315,0.9047619047619048,0.9567099567099568,0.018968746580265546,0.9315441044909644,0.9058865628913938,0.9552692789407766,0.01810819809349282,0.9327585439987034,0.9042636674215622,0.9574731154653036,0.01956389181349227
domain-adaptation,54D,S5_train_I_D1_val_D2_3,cdan,opensource-core,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9203463203463205,0.8961038961038961,0.9523809523809524,0.023631764612911152,0.92027196278404,0.8962247271426015,0.9504383610663804,0.02286281627638815,0.9219981523300198,0.9000970827071074,0.9530381685861972,0.022574936127667842
domain-adaptation,54D,S5_train_I_D1_val_D2_3,source-only,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9916666666666668,0.9583333333333334,1.0,0.01863389981249823,0.9021645021645022,0.8701298701298701,0.935064935064935,0.023432672905150415,0.9037037037037037,0.8729647521918054,0.937555913401324,0.023583705849226613,0.9042230603000329,0.8719458586354248,0.9366777408637872,0.023214358379075945
domain-adaptation,54D,S5_train_I_D1_val_D2_3,dann,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9972222222222221,0.9861111111111112,1.0,0.006211299937499394,0.9177489177489176,0.8917748917748918,0.9653679653679652,0.031663936879497326,0.918947933440687,0.8935408838790481,0.9649311146895688,0.030937365462541343,0.9197880355844935,0.8940045669079809,0.965741842249648,0.030619511999409203
domain-adaptation,54D,S5_train_I_D1_val_D2_3,deep-coral,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9916666666666668,0.9722222222222222,1.0,0.01242259987499883,0.9238095238095237,0.9177489177489178,0.9307359307359307,0.004935824351078518,0.9251386652352835,0.918947933440687,0.9312936124530328,0.004785309180153377,0.9258655486830882,0.9197946866895576,0.9327671029425414,0.0049329208810569595
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9944444444444445,0.9722222222222222,1.0,0.012422599874998837,0.9073593073593074,0.8917748917748918,0.9264069264069263,0.013201688902144498,0.9074968688495257,0.8935408838790481,0.927178386115584,0.013461494799237667,0.9092350858872227,0.8939344108206604,0.9272287560829948,0.01281100668192903
domain-adaptation,54D,S5_train_I_D1_val_D2_3,cdan,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9972222222222221,0.9861111111111112,1.0,0.006211299937499394,0.9021645021645022,0.8744588744588745,0.9264069264069263,0.025720261086602487,0.904562533548041,0.8756485954553588,0.9286097691894794,0.02497580176617257,0.9041405845867194,0.8741047722456603,0.9283042686442252,0.025909691892453127
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9414634146341463,0.9365853658536586,0.946341463414634,0.00344930137164162,0.9400849541694611,0.93539011848871,0.9447797898502124,0.003319750146415725,0.9414356210388719,0.936425114501863,0.9461497720685342,0.0034408455071677675
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,residual-d,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9268292682926831,0.9121951219512195,0.9365853658536586,0.010347904114925095,0.9249273418287502,0.9101274312541916,0.93539011848871,0.010459894139506204,0.926131519621787,0.9115826617962068,0.9363145346751904,0.010429907010495615
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9502439024390243,0.946341463414634,0.9560975609756096,0.004081268422117472,0.9488933601609656,0.9447797898502124,0.9547656308219687,0.004216016792677098,0.9500995538945818,0.9457331061627277,0.9559132105347662,0.0041325833881242545
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9434146341463414,0.9365853658536586,0.946341463414634,0.0043630594682921645,0.9416051866756092,0.9341977792682018,0.9447797898502124,0.004732418999999548,0.943091996471167,0.9362878807765624,0.9460638948475056,0.0043946358771588725
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9297560975609758,0.9121951219512195,0.9414634146341464,0.01123011164216717,0.9283404128474553,0.911915940084954,0.9400849541694613,0.010853853715785828,0.9294429715454227,0.9120411962764904,0.941940939113936,0.011444180762614083
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9857142857142858,0.9591836734693876,1.0,0.01707469441906281,0.9229268292682928,0.8878048780487805,0.9365853658536586,0.019934455357758604,0.9222445785826068,0.8872494224606902,0.935986288098964,0.019849278379501116,0.9229368553464606,0.8868535301717587,0.9371641711734648,0.020486619882384018
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9857142857142858,0.9591836734693876,1.0,0.019891417030222434,0.909268292682927,0.8975609756097561,0.9219512195121952,0.010115337245525713,0.9085028690662493,0.8978314330427007,0.9213056114464564,0.009790026941248111,0.9087655752306162,0.8966745307113516,0.9218917283433412,0.01039765750512238
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9836734693877551,0.9285714285714286,1.0,0.031118266697912032,0.928780487804878,0.8731707317073171,0.946341463414634,0.03115847692228548,0.9274014457113049,0.8743572546389448,0.9435874506297042,0.02971361310506161,0.9287304202644204,0.8741232799170663,0.9454361600474984,0.030581833822966985
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,residual-d,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.933658536585366,0.926829268292683,0.9414634146341464,0.00556183134194702,0.9315001117818019,0.9242119382964454,0.9400849541694613,0.006232975727752079,0.9330058046265297,0.9256861315684844,0.940634530215894,0.005852459824412577
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9795918367346939,0.9387755102040816,1.0,0.02886150127292036,0.9151219512195123,0.8975609756097561,0.9414634146341464,0.017452237873169085,0.914613607571354,0.8972352634324464,0.9400849541694613,0.017035748725306766,0.9142215105227673,0.8964191619800376,0.9410978935970792,0.017807935543173444
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9736585365853658,0.9560975609756096,0.9804878048780488,0.010115337245525775,0.9735747820254863,0.955361800432223,0.9806244876667412,0.010485082703847421,0.974295309533795,0.9570380384608376,0.9810066686376926,0.009940815958066207
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,fusion16,linear,"0,1,2,3,4",0.9897959183673469,0.9489795918367347,1.0,0.02281702017856926,0.9531707317073168,0.946341463414634,0.9609756097560976,0.006544589202438481,0.9529026007899247,0.9447797898502124,0.9618451449437364,0.007291281682508847,0.9536986265918683,0.9466453606891564,0.960663732650565,0.006422153803306266
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,fusion16,linear,"0,1,2,3,4",0.9959183673469386,0.9897959183673468,1.0,0.005589005688828293,0.9629268292682926,0.951219512195122,0.975609756097561,0.008861415670529194,0.9626499739175796,0.9518593039719802,0.975333482375736,0.008510340762852729,0.9633269450036638,0.9513161876502392,0.9759674262988448,0.008928101075348437
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,fusion16,linear,"0,1,2,3,4",0.9959183673469388,0.979591836734694,1.0,0.009126808071427673,0.953170731707317,0.9414634146341464,0.9609756097560976,0.007397927262489281,0.9524256651017214,0.9418734630002236,0.95946046650272,0.006775407623000796,0.9533481996002786,0.9414745527840768,0.96125387293471,0.007625744732678115
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,fusion16,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9580487804878048,0.9414634146341464,0.975609756097561,0.012720394936980751,0.957597436470676,0.9406811237797154,0.97592965198599,0.013205611051741131,0.9587468713008057,0.9417759579055645,0.9763336291038156,0.012836935830820176
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9570731707317073,0.9219512195121952,0.9853658536585366,0.023747632087098673,0.9572546389447798,0.9213056114464564,0.9853193233474924,0.024038060755706886,0.9579234262552253,0.9233276210091595,0.9856748768472906,0.023395362702095465
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9668292682926829,0.951219512195122,0.9853658536585366,0.013968605915391568,0.9661673746180789,0.9488784559207094,0.9853193233474924,0.014724491772746312,0.9670750877946871,0.9512680876970252,0.9856748768472906,0.014060339715405476
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9668292682926829,0.9609756097560976,0.975609756097561,0.005343634707367464,0.9666443103062822,0.95946046650272,0.97592965198599,0.005946212847319797,0.9672482799685257,0.96125387293471,0.9763336291038156,0.005524017820983277
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9648780487804878,0.9560975609756096,0.975609756097561,0.008726118936584606,0.9639317385796259,0.9541694612117148,0.975333482375736,0.009175493835082454,0.965219068014691,0.9561069065638536,0.9760915428289364,0.008849697155318366
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9938775510204081,0.9693877551020408,1.0,0.013690212107141584,0.9541463414634146,0.9317073170731708,0.9658536585365852,0.014876049445831084,0.9537223340040242,0.931291452418213,0.9659438110142337,0.014851329436879246,0.9549920001411294,0.9334030295615808,0.9667602323671016,0.014423986944957636
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,residual-d,linear,"0,1,2,3,4",0.9346938775510203,0.9081632653061223,1.0,0.0379064808591974,0.8956097560975611,0.8634146341463415,0.9365853658536586,0.026851432086873954,0.8958342648483495,0.8655637528876965,0.93539011848871,0.02575553412827502,0.8952363775585332,0.8634359706426412,0.936425114501863,0.02679332882354455
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,residual-d,linear,"0,1,2,3,4",0.9795918367346939,0.9081632653061223,1.0,0.04017350956128479,0.9258536585365855,0.902439024390244,0.9365853658536586,0.013536036024889338,0.924703778224905,0.9025262687234518,0.935986288098964,0.013019965022741078,0.9253241081244514,0.9015384615384616,0.9360985221674876,0.013763914953380625
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,deep-coral,opensource-core,residual-d,linear,"0,1,2,3,4",0.9693877551020407,0.9081632653061223,1.0,0.04329225190938051,0.9326829268292682,0.9073170731707316,0.946341463414634,0.01595651437443526,0.9315150160220582,0.907221104404203,0.9447797898502124,0.015145139379508971,0.9325898448616448,0.9071817071817072,0.9457331061627277,0.016041264973818976
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd,opensource-core,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9453658536585365,0.9365853658536586,0.951219512195122,0.005343634707367448,0.9437215887920113,0.9341977792682018,0.9500707951412176,0.005796005899525552,0.9451216299672275,0.9362878807765624,0.9511285845170582,0.005403291058260783
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,cdan,opensource-core,residual-d,linear,"0,1,2,3,4",0.9877551020408163,0.9387755102040816,1.0,0.02738042421428317,0.9141463414634148,0.8878048780487805,0.9317073170731708,0.020289399359107747,0.9129592369028989,0.8878455920709442,0.9306952828079588,0.019674796780240134,0.913315975658849,0.886705190077047,0.9316388214574706,0.020870203945751023
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9857142857142858,0.9591836734693876,1.0,0.019891417030222434,0.9317073170731707,0.8878048780487805,0.9560975609756096,0.025812207912825243,0.9309337506520604,0.8872494224606902,0.955361800432223,0.025689739881492868,0.9316571722631611,0.8868535301717587,0.9560455623630104,0.026244364759976144
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9897959183673469,0.9591836734693876,1.0,0.01767398783233555,0.9229268292682926,0.9073170731707316,0.9365853658536586,0.011123662683894078,0.9215291750503019,0.907221104404203,0.934793948878456,0.01040792027957319,0.9222755212918902,0.9059847937883164,0.9365355876051064,0.01157711511451086
